VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_duration
2,2017-03-10 14:52:46,2017-03-10 15:04:26,5,2.18824,1,N,163,143,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,11.666666666666664
2,2017-03-10 14:52:46,2017-03-10 15:01:46,5,2.0917,1,N,246,68,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,9.0
2,2017-03-10 14:52:46,2017-03-10 14:54:38,2,0.5309699999999999,1,N,238,238,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,1.8666666666666667
1,2017-03-10 14:52:47,2017-03-10 14:58:56,1,1.4481,1,N,142,239,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,6.15
1,2017-03-10 14:52:47,2017-03-10 15:00:27,1,1.2872,1,N,13,231,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,7.666666666666668
1,2017-03-10 14:52:47,2017-03-10 15:00:56,1,1.2872,1,N,236,237,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,8.15
2,2017-03-10 14:52:47,2017-03-10 15:02:20,1,2.23651,1,N,75,43,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,9.55
1,2017-03-10 14:52:48,2017-03-10 14:57:11,1,1.2872,1,N,166,166,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,4.383333333333334
1,2017-03-10 14:52:48,2017-03-10 15:02:31,2,2.4135,1,N,162,236,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,9.716666666666667
2,2017-03-10 14:52:48,2017-03-10 15:07:59,3,4.9879,1,N,137,236,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,15.183333333333335
2,2017-03-10 14:52:48,2017-03-10 15:00:46,1,1.91471,1,N,264,264,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,7.966666666666668
1,2017-03-10 14:52:49,2017-03-10 15:08:20,1,3.5398,1,N,161,236,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8,15.51666666666667
1,2017-03-10 14:52:49,2017-03-10 15:00:43,1,1.9308,1,N,161,236,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,7.900000000000001
1,2017-03-10 14:52:49,2017-03-10 15:05:17,1,2.2526,1,N,238,263,1,9.5,0.0,0.5,0.0,0.0,0.3,10.3,12.466666666666667
1,2017-03-10 14:52:49,2017-03-10 15:09:35,1,3.218,1,N,163,143,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3,16.76666666666667
2,2017-03-10 14:52:49,2017-03-10 15:11:27,1,5.0361699999999985,1,N,43,24,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,18.633333333333333
2,2017-03-10 14:52:49,2017-03-10 15:02:02,2,1.2389299999999999,1,N,236,262,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,9.216666666666667
2,2017-03-10 14:52:49,2017-03-10 15:15:10,1,5.0522599999999995,1,N,114,48,1,15.5,0.0,0.5,4.08,0.0,0.3,20.38,22.35
1,2017-03-10 14:52:50,2017-03-10 15:12:29,1,5.3096999999999985,1,N,261,186,1,14.5,0.0,0.5,3.0,0.0,0.3,18.3,19.65
2,2017-03-10 14:52:50,2017-03-10 14:59:06,1,1.62509,1,N,239,143,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,6.2666666666666675
2,2017-03-10 14:52:50,2017-03-10 15:27:59,1,8.672509999999999,1,N,236,209,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76,35.15
1,2017-03-10 14:52:51,2017-03-10 14:59:14,1,1.2872,1,N,264,264,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,6.383333333333334
1,2017-03-10 14:52:51,2017-03-10 15:29:47,1,24.4568,1,N,138,87,1,43.5,0.0,0.5,10.0,5.54,0.3,59.84,36.93333333333333
2,2017-03-10 14:52:51,2017-03-10 15:04:23,2,2.51004,1,N,234,170,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,11.533333333333333
2,2017-03-10 14:52:51,2017-03-10 15:10:16,1,5.16489,1,N,249,33,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,17.416666666666668
2,2017-03-10 14:52:51,2017-03-10 14:56:03,1,1.22284,1,N,223,223,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,3.2
1,2017-03-10 14:52:52,2017-03-10 15:17:25,1,4.0225,1,N,158,161,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,24.55
1,2017-03-10 14:52:52,2017-03-10 15:43:43,1,26.8703,2,N,132,48,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,50.85
1,2017-03-10 14:52:52,2017-03-10 14:57:04,1,0.9654,1,N,107,170,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,4.2
2,2017-03-10 14:52:52,2017-03-10 14:57:00,1,1.01367,1,N,137,107,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89,4.133333333333334
1,2017-03-10 14:52:53,2017-03-10 15:26:49,3,18.1817,1,N,138,132,1,34.0,0.0,0.5,9.0,0.0,0.3,43.8,33.93333333333334
1,2017-03-10 14:52:53,2017-03-10 14:58:53,1,0.9654,1,N,236,236,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,6.0
1,2017-03-10 14:52:53,2017-03-10 15:28:47,1,8.045,1,Y,236,246,1,25.5,0.0,0.5,5.25,0.0,0.3,31.55,35.9
1,2017-03-10 14:52:53,2017-03-10 15:01:04,1,1.9308,1,N,90,158,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,8.183333333333334
1,2017-03-10 14:52:53,2017-03-10 15:05:15,1,2.7353,1,N,142,186,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,12.366666666666667
2,2017-03-10 14:52:53,2017-03-10 15:05:34,1,3.9903199999999996,1,N,263,233,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,12.683333333333335
2,2017-03-10 14:52:53,2017-03-10 15:00:05,1,1.57682,1,N,239,238,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,7.2
1,2017-03-10 14:52:54,2017-03-10 14:54:24,1,0.6436000000000001,1,N,74,74,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1.5
2,2017-03-10 14:52:54,2017-03-10 15:11:59,5,4.56956,1,N,100,79,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,19.08333333333333
2,2017-03-10 14:52:54,2017-03-10 15:01:54,1,2.04343,1,N,262,236,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,9.0
2,2017-03-10 14:52:54,2017-03-10 15:10:15,1,4.05468,1,N,125,161,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,17.35
2,2017-03-10 14:52:54,2017-03-10 14:59:16,5,1.2872,1,N,237,141,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,6.366666666666666
1,2017-03-10 14:52:55,2017-03-10 15:26:51,1,9.0104,1,N,230,13,1,25.0,0.0,0.5,5.15,0.0,0.3,30.95,33.93333333333334
1,2017-03-10 14:52:55,2017-03-10 15:14:56,3,5.1488000000000005,1,N,264,161,1,16.0,0.0,0.5,1.0,0.0,0.3,17.8,22.016666666666666
1,2017-03-10 14:52:55,2017-03-10 14:56:52,1,0.9654,1,N,75,75,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,3.9500000000000006
2,2017-03-10 14:52:55,2017-03-10 14:58:05,1,0.77232,1,N,87,87,1,5.0,0.0,0.5,0.58,0.0,0.3,6.38,5.166666666666667
1,2017-03-10 14:52:56,2017-03-10 15:11:06,1,4.827,1,N,234,261,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,18.166666666666668
2,2017-03-10 14:52:56,2017-03-10 15:00:36,1,0.9975799999999999,1,N,236,263,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,7.666666666666668
2,2017-03-10 14:52:56,2017-03-10 14:54:14,1,0.40225,1,N,264,264,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,1.3
1,2017-03-10 14:52:57,2017-03-10 15:08:30,1,3.5398,1,N,45,66,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75,15.550000000000002
1,2017-03-10 14:52:57,2017-03-10 15:35:36,1,30.8928,2,N,132,262,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,42.65
1,2017-03-10 14:52:57,2017-03-10 14:58:17,3,0.8045,1,N,234,107,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,5.333333333333333
1,2017-03-10 14:52:57,2017-03-10 15:06:09,1,3.218,1,N,41,75,1,10.5,0.0,0.5,0.0,0.0,0.3,11.3,13.2
2,2017-03-10 14:52:57,2017-03-10 14:56:53,1,0.98149,1,N,236,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,3.9333333333333336
2,2017-03-10 14:52:57,2017-03-10 15:06:36,1,2.46177,1,N,230,162,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,13.65
2,2017-03-10 14:52:57,2017-03-10 14:58:19,1,0.69187,1,N,161,161,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,5.366666666666666
2,2017-03-10 14:52:57,2017-03-10 15:08:27,4,1.67336,1,N,239,238,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,15.500000000000002
1,2017-03-10 14:52:58,2017-03-10 14:59:20,1,1.2872,1,N,90,107,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,6.366666666666666
1,2017-03-10 14:52:59,2017-03-10 15:03:51,1,2.4135,1,N,246,163,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,10.866666666666667
1,2017-03-10 14:52:59,2017-03-10 15:03:24,1,1.7699,1,N,87,231,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,10.416666666666666
1,2017-03-10 14:52:59,2017-03-10 15:19:15,1,10.4585,1,N,239,148,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3,26.266666666666666
1,2017-03-10 14:52:59,2017-03-10 15:01:06,1,2.2526,1,N,68,234,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,8.116666666666667
1,2017-03-10 14:52:59,2017-03-10 15:31:46,2,16.4118,1,N,138,244,1,36.0,0.0,0.5,8.45,5.54,0.3,50.79,38.78333333333333
2,2017-03-10 14:52:59,2017-03-10 15:13:46,6,4.63392,1,N,230,113,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,20.78333333333333
2,2017-03-10 14:52:59,2017-03-10 15:03:00,1,2.18824,1,N,262,141,1,8.0,0.0,0.5,1.5,0.0,0.3,10.3,10.016666666666667
2,2017-03-10 14:52:59,2017-03-10 15:03:21,1,1.9951599999999998,1,N,161,234,1,8.0,0.0,0.5,2.0,0.0,0.3,10.8,10.366666666666667
2,2017-03-10 14:52:59,2017-03-10 15:14:36,1,2.49395,1,N,246,50,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,21.61666666666667
1,2017-03-10 14:53:00,2017-03-10 15:35:47,1,11.1021,1,N,100,244,1,30.0,0.0,0.5,6.15,0.0,0.3,36.95,42.78333333333333
1,2017-03-10 14:53:00,2017-03-10 14:57:53,2,0.8045,1,N,237,141,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,4.883333333333334
2,2017-03-10 14:53:00,2017-03-10 15:07:30,5,2.60658,1,N,236,237,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8,14.5
1,2017-03-10 14:53:01,2017-03-10 15:01:38,1,1.2872,1,N,233,164,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,8.616666666666667
1,2017-03-10 14:53:01,2017-03-10 15:08:07,1,13.5156,1,N,137,138,1,24.0,0.0,0.5,7.55,5.54,0.3,37.89,15.1
1,2017-03-10 14:53:01,2017-03-10 15:04:54,3,2.5744,1,N,43,100,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,11.883333333333333
1,2017-03-10 14:53:01,2017-03-10 15:35:41,1,26.7094,2,N,233,132,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,42.66666666666666
1,2017-03-10 14:53:01,2017-03-10 15:05:02,1,2.7353,1,N,140,236,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,12.016666666666667
2,2017-03-10 14:53:01,2017-03-10 15:00:19,6,1.7699,1,N,237,142,1,6.5,0.0,0.5,1.25,0.0,0.3,8.55,7.3
1,2017-03-10 14:53:02,2017-03-10 15:03:59,1,3.7007,1,N,232,66,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55,10.95
2,2017-03-10 14:53:02,2017-03-10 15:17:27,1,6.54863,1,N,100,262,1,17.5,0.0,0.5,4.58,0.0,0.3,22.88,24.41666666666667
2,2017-03-10 14:53:02,2017-03-10 15:10:06,4,2.7353,1,N,162,186,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,17.066666666666666
1,2017-03-10 14:53:03,2017-03-10 15:08:53,1,6.7578000000000005,1,N,262,79,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,15.833333333333336
1,2017-03-10 14:53:03,2017-03-10 15:00:55,1,2.0917,1,N,48,143,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,7.866666666666667
1,2017-03-10 14:53:03,2017-03-10 15:08:03,1,8.3668,1,N,209,162,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55,15.0
1,2017-03-10 14:53:03,2017-03-10 15:01:46,1,1.9308,1,N,13,231,1,7.5,0.0,0.5,5.0,0.0,0.3,13.3,8.716666666666667
2,2017-03-10 14:53:03,2017-03-10 15:18:40,1,5.10053,1,N,264,264,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16,25.61666666666667
2,2017-03-10 14:53:03,2017-03-10 15:09:33,6,2.2204200000000003,1,N,246,100,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,16.500000000000004
2,2017-03-10 14:53:03,2017-03-10 14:55:01,1,0.88495,1,N,234,113,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,1.9666666666666668
2,2017-03-10 14:53:03,2017-03-10 15:08:01,1,3.0571,1,N,237,262,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,14.966666666666667
2,2017-03-10 14:53:04,2017-03-10 15:01:22,4,1.80208,1,N,68,107,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,8.3
1,2017-03-10 14:53:05,2017-03-10 15:02:40,1,2.0917,1,N,236,163,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,9.583333333333334
1,2017-03-10 14:53:05,2017-03-10 15:45:21,2,27.1921,2,N,66,132,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,52.26666666666666
2,2017-03-10 14:53:05,2017-03-10 15:16:59,5,15.94519,1,N,162,138,1,29.0,0.0,0.5,3.0,5.54,0.3,38.34,23.9
2,2017-03-10 14:53:05,2017-03-10 15:12:29,1,4.76264,1,N,114,246,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,19.4
2,2017-03-10 14:53:05,2017-03-10 15:04:36,1,2.0756099999999997,1,N,90,211,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,11.516666666666667
1,2017-03-10 14:53:06,2017-03-10 15:04:59,1,2.0917,1,N,229,140,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,11.883333333333333
2,2017-03-10 14:53:06,2017-03-10 14:57:04,1,1.43201,1,N,162,137,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,3.9666666666666672
2,2017-03-10 14:53:06,2017-03-10 15:03:12,1,3.23409,1,N,263,239,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,10.1
2,2017-03-10 14:53:06,2017-03-10 15:01:35,5,1.67336,1,N,234,224,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,8.483333333333334
2,2017-03-10 14:53:06,2017-03-10 14:58:02,5,2.2526,1,N,263,74,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,4.933333333333334
2,2017-03-10 14:53:06,2017-03-10 15:03:28,6,2.6226700000000003,1,N,100,68,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,10.366666666666667
2,2017-03-10 14:53:06,2017-03-10 14:57:57,1,1.09412,1,N,33,66,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,4.85
1,2017-03-10 14:53:07,2017-03-10 15:02:44,1,2.7353,1,N,114,234,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,9.616666666666667
1,2017-03-10 14:53:07,2017-03-10 15:04:58,1,2.2526,1,N,137,161,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8,11.85
2,2017-03-10 14:53:07,2017-03-10 15:00:39,5,2.10779,1,N,43,142,1,7.0,0.0,0.5,1.17,0.0,0.3,8.97,7.533333333333332
2,2017-03-10 14:53:07,2017-03-10 14:54:38,1,0.6436000000000001,1,N,137,137,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1.5166666666666666
2,2017-03-10 14:53:07,2017-03-10 15:10:55,1,9.798810000000001,1,N,164,13,1,20.5,0.0,0.5,4.26,0.0,0.3,25.56,17.8
1,2017-03-10 14:53:08,2017-03-10 15:03:26,1,3.0571,1,N,162,107,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8,10.3
1,2017-03-10 14:53:08,2017-03-10 15:01:35,1,2.0917,1,N,231,87,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,8.450000000000001
2,2017-03-10 14:53:08,2017-03-10 15:02:30,1,2.28478,1,N,140,263,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,9.366666666666667
2,2017-03-10 14:53:08,2017-03-10 15:15:08,1,5.3257900000000005,1,N,107,237,1,16.0,0.0,0.5,5.04,0.0,0.3,21.84,22.0
2,2017-03-10 14:53:08,2017-03-10 15:02:41,1,1.609,1,N,43,43,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,9.55
2,2017-03-10 14:53:08,2017-03-10 14:58:45,5,1.0780299999999998,1,N,43,141,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88,5.616666666666666
1,2017-03-10 14:53:09,2017-03-10 15:02:19,1,2.0917,1,N,264,264,1,7.5,0.0,0.5,2.05,0.0,0.3,10.35,9.166666666666666
2,2017-03-10 14:53:09,2017-03-10 14:56:32,1,0.93322,1,N,162,161,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,3.3833333333333333
2,2017-03-10 14:53:09,2017-03-10 14:58:49,1,1.0619399999999999,1,N,144,79,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3,5.666666666666668
1,2017-03-10 14:53:10,2017-03-10 14:55:02,1,0.6436000000000001,1,Y,264,264,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1.8666666666666667
1,2017-03-10 14:53:10,2017-03-10 15:02:43,1,2.2526,1,N,166,41,1,8.5,0.0,0.5,3.8,0.0,0.3,13.1,9.55
1,2017-03-10 14:53:11,2017-03-10 15:14:46,2,4.5051999999999985,1,N,186,148,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8,21.58333333333333
1,2017-03-10 14:53:11,2017-03-10 15:05:03,1,1.9308,1,N,186,50,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25,11.866666666666667
1,2017-03-10 14:53:11,2017-03-10 15:15:14,1,3.218,1,N,186,163,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35,22.05
1,2017-03-10 14:53:11,2017-03-10 15:03:01,1,2.0917,1,N,68,158,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,9.833333333333334
2,2017-03-10 14:53:11,2017-03-10 15:20:37,1,14.23965,1,N,161,138,1,29.0,0.0,0.5,7.07,5.54,0.3,42.41,27.43333333333333
2,2017-03-10 14:53:11,2017-03-10 15:10:45,1,3.9098699999999997,1,N,186,239,1,13.0,0.0,0.5,4.14,0.0,0.3,17.94,17.566666666666666
1,2017-03-10 14:53:12,2017-03-10 14:57:13,1,0.6436000000000001,1,N,107,137,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,4.016666666666668
2,2017-03-10 14:53:12,2017-03-10 15:53:06,3,30.571,2,N,132,144,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,59.9
2,2017-03-10 14:53:12,2017-03-10 15:11:41,1,2.23651,1,N,246,50,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,18.483333333333334
2,2017-03-10 14:53:12,2017-03-10 15:31:52,1,14.22356,1,N,138,166,1,33.0,0.0,0.5,7.87,5.54,0.3,47.21,38.66666666666666
1,2017-03-10 14:53:13,2017-03-10 15:03:39,2,1.4481,1,N,68,230,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,10.433333333333334
1,2017-03-10 14:53:13,2017-03-10 14:59:50,1,1.4481,1,N,162,141,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49,6.616666666666666
2,2017-03-10 14:53:13,2017-03-10 15:09:33,1,2.6226700000000003,1,N,164,230,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,16.333333333333336
2,2017-03-10 14:53:13,2017-03-10 14:59:57,5,1.89862,1,N,237,236,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,6.7333333333333325
1,2017-03-10 14:53:14,2017-03-10 15:13:26,1,4.3443000000000005,1,N,264,264,1,14.0,0.0,0.5,1.0,0.0,0.3,15.8,20.2
1,2017-03-10 14:53:14,2017-03-10 15:19:13,1,5.9533000000000005,1,N,237,211,1,17.5,0.0,0.5,3.65,0.0,0.3,21.95,25.98333333333333
1,2017-03-10 14:53:14,2017-03-10 16:00:50,1,31.3755,2,N,132,114,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,67.60000000000001
2,2017-03-10 14:53:14,2017-03-10 15:02:50,1,1.96298,1,N,237,236,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,9.6
2,2017-03-10 14:53:14,2017-03-10 15:06:03,1,3.39499,1,N,186,211,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,12.816666666666665
2,2017-03-10 14:53:14,2017-03-10 15:10:18,1,3.82942,1,N,230,79,1,12.5,0.0,0.5,5.0,0.0,0.3,18.3,17.066666666666666
1,2017-03-10 14:53:15,2017-03-10 15:18:10,1,3.8616,1,N,186,229,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16,24.91666666666667
2,2017-03-10 14:53:15,2017-03-10 15:43:47,1,26.88639,2,N,132,48,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,50.53333333333333
2,2017-03-10 14:53:15,2017-03-10 15:02:46,6,1.27111,1,N,262,236,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,9.516666666666667
2,2017-03-10 14:53:15,2017-03-10 15:14:32,1,4.47302,1,N,43,170,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,21.28333333333333
2,2017-03-10 14:53:15,2017-03-10 14:57:36,1,1.1745700000000001,1,N,50,142,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,4.35
1,2017-03-10 14:53:16,2017-03-10 14:57:35,1,1.1263,1,Y,79,148,3,4.5,0.0,0.5,0.0,0.0,0.3,5.3,4.316666666666666
2,2017-03-10 14:53:16,2017-03-10 15:08:56,1,4.48911,1,N,186,231,1,12.5,0.0,0.5,3.32,0.0,0.3,16.62,15.666666666666668
2,2017-03-10 14:53:16,2017-03-10 14:59:24,1,1.57682,1,N,163,237,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,6.133333333333334
2,2017-03-10 14:53:16,2017-03-10 15:49:16,1,30.571,2,N,132,163,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34,56.0
1,2017-03-10 14:53:17,2017-03-10 15:08:01,1,2.5744,1,N,186,163,1,10.5,0.0,0.5,2.8,0.0,0.3,14.1,14.733333333333333
1,2017-03-10 14:53:17,2017-03-10 15:08:58,1,3.3789,1,N,236,162,1,12.0,0.0,0.5,3.0,0.0,0.3,15.8,15.683333333333335
1,2017-03-10 14:53:17,2017-03-10 14:59:11,1,0.9654,1,N,239,238,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,5.9
1,2017-03-10 14:53:17,2017-03-10 15:04:15,1,2.4135,1,N,140,162,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,10.966666666666667
2,2017-03-10 14:53:17,2017-03-10 14:59:23,3,2.0756099999999997,1,N,146,226,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.1
2,2017-03-10 14:53:17,2017-03-10 14:54:23,1,0.45052,1,N,162,233,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,1.1
2,2017-03-10 14:53:17,2017-03-10 15:08:22,1,8.76905,1,N,263,4,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8,15.083333333333336
2,2017-03-10 14:53:17,2017-03-10 15:10:38,1,3.31454,1,N,236,142,1,12.5,0.0,0.5,2.5,0.0,0.3,15.8,17.35
1,2017-03-10 14:53:18,2017-03-10 15:31:29,3,24.135,3,N,79,1,1,60.5,0.0,0.0,10.0,10.5,0.3,81.3,38.18333333333333
1,2017-03-10 14:53:18,2017-03-10 15:10:30,1,2.4135,1,Y,238,236,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,17.2
2,2017-03-10 14:53:18,2017-03-10 15:11:50,1,4.16731,1,N,234,232,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,18.53333333333333
2,2017-03-10 14:53:18,2017-03-10 15:32:17,2,12.7111,1,N,25,22,2,31.0,0.0,0.5,0.0,0.0,0.3,31.8,38.98333333333333
2,2017-03-10 14:53:18,2017-03-10 15:08:58,3,2.9605599999999996,1,N,170,140,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,15.666666666666668
1,2017-03-10 14:53:19,2017-03-10 15:13:24,1,3.5398,1,N,229,48,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,20.08333333333333
2,2017-03-10 14:53:19,2017-03-10 15:13:47,1,2.51004,1,N,161,234,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,20.466666666666665
2,2017-03-10 14:53:19,2017-03-10 15:08:49,1,2.1560599999999996,1,N,164,164,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,15.500000000000002
1,2017-03-10 14:53:20,2017-03-10 15:03:41,1,3.0571,1,N,162,107,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,10.35
1,2017-03-10 14:53:20,2017-03-10 15:18:04,2,4.827,1,N,211,230,1,16.5,0.0,0.5,3.45,0.0,0.3,20.75,24.73333333333333
2,2017-03-10 14:53:20,2017-03-10 15:02:52,5,1.4481,1,N,75,236,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,9.533333333333333
2,2017-03-10 14:53:20,2017-03-10 14:57:30,1,0.54706,1,N,263,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,4.166666666666667
2,2017-03-10 14:53:20,2017-03-10 15:17:40,2,4.9879,1,N,234,237,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,24.33333333333333
1,2017-03-10 14:53:21,2017-03-10 15:03:18,1,1.7699,1,N,236,237,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,9.95
2,2017-03-10 14:53:21,2017-03-10 15:03:55,3,2.6709400000000003,1,N,239,239,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,10.566666666666666
2,2017-03-10 14:53:21,2017-03-10 15:56:39,2,26.51632,2,N,230,132,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,63.3
2,2017-03-10 14:53:21,2017-03-10 15:43:25,1,30.50664,2,N,132,166,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,50.06666666666667
1,2017-03-10 14:53:22,2017-03-10 15:06:40,1,2.5744,1,N,234,161,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,13.3
1,2017-03-10 14:53:22,2017-03-10 15:13:44,1,4.9879,1,N,142,125,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95,20.366666666666667
