VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2017-03-10 14:25:15,2017-03-10 14:27:22,1,0.5,1,N,41,41,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2017-03-10 14:25:15,2017-03-10 14:30:37,6,0.56,1,N,236,236,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-03-10 14:25:15,2017-03-10 14:33:00,1,0.94,1,N,237,161,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
1,2017-03-10 14:25:16,2017-03-10 14:39:54,1,1.7,1,N,158,114,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95
2,2017-03-10 14:25:16,2017-03-10 14:38:35,2,1.98,1,N,137,113,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8
2,2017-03-10 14:25:16,2017-03-10 14:47:24,2,6.91,1,N,132,130,2,21.5,0.0,0.5,0.0,0.0,0.3,22.3
2,2017-03-10 14:25:16,2017-03-10 14:34:08,1,0.73,1,N,90,68,1,7.0,0.0,0.5,1.2,0.0,0.3,9.0
2,2017-03-10 14:25:17,2017-03-10 14:36:28,1,2.7,1,N,48,238,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2017-03-10 14:25:17,2017-03-10 14:35:42,1,1.1,1,N,234,68,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-03-10 14:25:17,2017-03-10 15:04:10,6,6.72,1,N,234,223,1,27.5,0.0,0.5,7.08,0.0,0.3,35.38
2,2017-03-10 14:25:17,2017-03-10 14:33:59,1,0.59,1,N,162,170,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12
1,2017-03-10 14:25:18,2017-03-10 14:38:31,1,1.2,1,N,158,79,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1,2017-03-10 14:25:18,2017-03-10 14:34:44,1,1.2,1,N,230,68,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2017-03-10 14:25:18,2017-03-10 14:29:48,1,0.7,1,N,263,141,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95
2,2017-03-10 14:25:18,2017-03-10 15:01:38,1,6.39,1,N,238,107,1,27.5,0.0,0.5,2.0,0.0,0.3,30.3
1,2017-03-10 14:25:19,2017-03-10 15:00:46,1,13.3,1,N,231,138,1,41.0,0.0,0.5,8.35,0.0,0.3,50.15
1,2017-03-10 14:25:19,2017-03-10 14:47:53,1,7.9,1,N,237,231,1,25.5,0.0,0.5,3.0,0.0,0.3,29.3
1,2017-03-10 14:25:19,2017-03-10 14:48:58,1,3.3,1,N,163,144,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
2,2017-03-10 14:25:19,2017-03-10 14:33:09,1,1.33,1,N,43,161,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-03-10 14:25:19,2017-03-10 14:42:39,2,3.29,1,N,68,231,1,14.0,0.0,0.5,2.22,0.0,0.3,17.02
2,2017-03-10 14:25:19,2017-03-10 14:35:31,6,1.09,1,N,234,68,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2017-03-10 14:25:19,2017-03-10 14:31:42,1,0.85,1,N,143,143,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84
1,2017-03-10 14:25:20,2017-03-10 14:38:39,1,2.2,1,N,170,114,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
1,2017-03-10 14:25:20,2017-03-10 14:55:42,1,3.6,1,N,43,186,1,20.5,0.0,0.5,4.25,0.0,0.3,25.55
2,2017-03-10 14:25:20,2017-03-10 14:38:43,2,1.85,1,N,234,144,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5
2,2017-03-10 14:25:20,2017-03-10 14:46:43,1,2.99,1,N,114,48,1,15.0,0.0,0.5,3.95,0.0,0.3,19.75
1,2017-03-10 14:25:21,2017-03-10 14:35:51,1,2.0,1,N,43,239,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3
1,2017-03-10 14:25:21,2017-03-10 14:36:52,1,1.6,1,N,142,230,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
2,2017-03-10 14:25:21,2017-03-10 14:29:37,1,0.61,1,N,237,236,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
1,2017-03-10 14:25:22,2017-03-10 14:55:05,1,8.0,1,N,161,95,1,27.0,0.0,0.5,4.17,0.0,0.3,31.97
2,2017-03-10 14:25:22,2017-03-10 14:45:13,1,3.16,1,N,230,79,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
2,2017-03-10 14:25:22,2017-03-10 14:47:07,1,2.65,1,N,186,4,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2,2017-03-10 14:25:22,2017-03-10 14:39:52,6,2.26,1,N,231,158,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
1,2017-03-10 14:25:23,2017-03-10 14:30:34,1,0.6,1,N,236,236,1,5.5,0.0,0.5,0.5,0.0,0.3,6.8
1,2017-03-10 14:25:23,2017-03-10 14:37:31,1,2.6,1,N,229,145,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
1,2017-03-10 14:25:23,2017-03-10 14:46:17,2,2.1,1,N,236,230,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75
2,2017-03-10 14:25:23,2017-03-10 14:33:04,1,1.38,1,N,238,143,1,7.5,0.0,0.5,2.08,0.0,0.3,10.38
2,2017-03-10 14:25:23,2017-03-10 14:28:27,3,0.46,1,N,263,141,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2017-03-10 14:25:23,2017-03-10 14:31:14,6,0.36,1,N,186,186,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2017-03-10 14:25:23,2017-03-10 14:34:04,1,0.99,1,N,7,7,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
1,2017-03-10 14:25:24,2017-03-10 14:31:26,1,0.8,1,N,239,143,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2017-03-10 14:25:24,2017-03-10 14:32:54,1,1.2,1,N,125,231,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-03-10 14:25:24,2017-03-10 15:14:46,1,14.03,3,N,68,1,1,60.5,0.0,0.0,19.08,15.5,0.3,95.38
2,2017-03-10 14:25:24,2017-03-10 14:46:57,5,2.16,1,N,79,186,1,14.5,0.0,0.5,2.5,0.0,0.3,17.8
2,2017-03-10 14:25:24,2017-03-10 14:44:02,1,8.24,1,N,263,138,1,24.5,0.0,0.5,7.71,5.54,0.3,38.55
1,2017-03-10 14:25:25,2017-03-10 14:43:53,1,1.4,1,N,170,48,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
1,2017-03-10 14:25:25,2017-03-10 14:37:37,1,2.4,1,N,237,74,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-03-10 14:25:25,2017-03-10 15:23:32,1,27.91,5,N,194,1,1,110.0,0.0,0.5,20.0,16.04,0.3,146.84
2,2017-03-10 14:25:25,2017-03-10 14:30:04,1,0.89,1,N,48,68,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2017-03-10 14:25:26,2017-03-10 14:37:46,2,1.36,1,N,264,264,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2017-03-10 14:25:26,2017-03-10 14:50:32,1,5.09,1,N,87,246,1,21.0,0.0,0.5,4.36,0.0,0.3,26.16
1,2017-03-10 14:25:27,2017-03-10 14:39:23,1,1.7,1,N,236,162,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55
1,2017-03-10 14:25:27,2017-03-10 14:30:30,1,1.2,1,N,13,158,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1,2017-03-10 14:25:28,2017-03-10 14:58:18,1,12.0,1,N,87,138,1,37.0,0.0,0.5,9.45,0.0,0.3,47.25
2,2017-03-10 14:25:28,2017-03-10 14:32:11,3,1.33,1,N,144,107,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2017-03-10 14:25:28,2017-03-10 14:58:35,2,18.88,2,N,132,263,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
2,2017-03-10 14:25:28,2017-03-10 14:36:08,1,0.98,1,N,161,48,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-03-10 14:25:28,2017-03-10 14:46:40,6,2.7,1,N,170,236,1,15.0,0.0,0.5,1.5,0.0,0.3,17.3
2,2017-03-10 14:25:28,2017-03-10 14:30:31,1,0.39,1,N,164,100,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-03-10 14:25:28,2017-03-10 14:30:43,1,0.77,1,N,162,137,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2017-03-10 14:25:28,2017-03-10 14:37:15,1,1.2,1,N,43,163,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2017-03-10 14:25:28,2017-03-10 14:31:33,6,1.5,1,N,170,79,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
1,2017-03-10 14:25:29,2017-03-10 14:45:27,1,9.6,1,N,237,138,1,28.0,0.0,0.5,6.85,5.54,0.3,41.19
1,2017-03-10 14:25:29,2017-03-10 14:35:21,1,1.8,1,N,137,114,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
1,2017-03-10 14:25:29,2017-03-10 14:43:21,2,1.4,1,N,48,164,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
1,2017-03-10 14:25:29,2017-03-10 14:36:02,1,0.8,1,N,161,233,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
1,2017-03-10 14:25:30,2017-03-10 15:27:49,1,19.4,1,N,166,132,1,60.0,0.0,0.5,16.55,5.54,0.3,82.89
1,2017-03-10 14:25:30,2017-03-10 14:32:33,1,1.0,1,N,170,229,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
1,2017-03-10 14:25:30,2017-03-10 14:56:40,1,3.9,1,N,186,263,1,20.5,0.0,0.5,4.25,0.0,0.3,25.55
2,2017-03-10 14:25:30,2017-03-10 14:32:27,1,0.6,1,N,162,164,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2017-03-10 14:25:30,2017-03-10 14:52:13,3,3.77,1,N,113,48,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
2,2017-03-10 14:25:30,2017-03-10 14:34:10,1,1.3,1,N,238,143,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2017-03-10 14:25:31,2017-03-10 15:14:38,1,15.2,2,N,145,132,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
1,2017-03-10 14:25:31,2017-03-10 14:40:48,1,1.3,1,N,230,143,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
1,2017-03-10 14:25:31,2017-03-10 14:57:32,2,11.7,1,N,261,138,1,35.0,0.0,0.5,7.15,0.0,0.3,42.95
1,2017-03-10 14:25:31,2017-03-10 15:12:15,1,19.6,2,N,132,125,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
1,2017-03-10 14:25:31,2017-03-10 14:30:54,1,1.0,1,N,249,249,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
1,2017-03-10 14:25:32,2017-03-10 14:39:38,1,1.2,1,N,48,162,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2017-03-10 14:25:32,2017-03-10 14:29:27,5,0.7,1,N,114,79,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-03-10 14:25:32,2017-03-10 14:38:47,2,2.25,1,N,41,142,1,11.0,0.0,0.5,2.0,0.0,0.3,13.8
2,2017-03-10 14:25:32,2017-03-10 14:30:15,1,0.72,1,N,226,146,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2017-03-10 14:25:32,2017-03-10 14:34:48,6,0.91,1,N,144,232,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2017-03-10 14:25:32,2017-03-10 14:52:05,6,2.79,1,N,161,249,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36
1,2017-03-10 14:25:33,2017-03-10 14:27:41,1,0.2,1,N,264,264,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
1,2017-03-10 14:25:33,2017-03-10 14:54:09,3,20.9,2,N,195,216,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
1,2017-03-10 14:25:33,2017-03-10 14:53:16,1,3.9,1,N,261,100,1,19.5,0.0,0.5,5.05,0.0,0.3,25.35
1,2017-03-10 14:25:33,2017-03-10 14:38:19,1,1.8,1,N,236,163,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-03-10 14:25:33,2017-03-10 14:38:10,1,1.1,1,N,163,186,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2017-03-10 14:25:33,2017-03-10 14:33:05,1,0.63,1,N,237,236,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2017-03-10 14:25:33,2017-03-10 14:30:33,6,0.68,1,N,13,261,1,5.0,0.0,0.5,2.0,0.0,0.3,7.8
1,2017-03-10 14:25:34,2017-03-10 14:32:42,1,0.7,1,N,230,48,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
1,2017-03-10 14:25:34,2017-03-10 14:32:57,1,1.1,1,N,237,237,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2017-03-10 14:25:35,2017-03-10 14:33:20,1,0.5,1,N,264,264,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2017-03-10 14:25:35,2017-03-10 14:50:02,2,4.2,1,N,79,236,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
1,2017-03-10 14:25:35,2017-03-10 14:31:31,1,0.4,1,N,158,158,1,5.5,0.0,0.5,1.5,0.0,0.3,7.8
2,2017-03-10 14:25:35,2017-03-10 14:37:35,3,4.46,1,N,170,87,1,15.0,0.0,0.5,3.0,0.0,0.3,18.8
2,2017-03-10 14:25:35,2017-03-10 15:18:15,1,14.44,1,N,145,132,1,46.0,0.0,0.5,9.36,0.0,0.3,56.16
1,2017-03-10 14:25:36,2017-03-10 14:47:19,1,10.2,1,N,161,138,1,30.0,0.0,0.5,7.25,5.54,0.3,43.59
1,2017-03-10 14:25:36,2017-03-10 14:31:40,1,0.8,1,N,113,234,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2017-03-10 14:25:36,2017-03-10 14:29:56,1,0.4,1,N,263,236,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
2,2017-03-10 14:25:36,2017-03-10 14:44:54,1,1.45,1,N,161,233,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2017-03-10 14:25:36,2017-03-10 14:44:29,1,8.15,1,N,263,138,1,25.0,0.0,0.5,6.27,5.54,0.3,37.61
1,2017-03-10 14:25:37,2017-03-10 14:35:12,1,1.2,1,N,234,48,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
1,2017-03-10 14:25:37,2017-03-10 14:35:24,1,1.0,1,N,161,161,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
2,2017-03-10 14:25:37,2017-03-10 14:35:58,1,1.5,1,N,100,234,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2017-03-10 14:25:37,2017-03-10 14:50:37,1,4.26,1,N,264,264,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8
1,2017-03-10 14:25:38,2017-03-10 14:34:01,1,2.2,1,N,87,65,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2017-03-10 14:25:38,2017-03-10 14:46:43,1,6.5,1,N,13,164,1,22.5,0.0,0.5,4.65,0.0,0.3,27.95
1,2017-03-10 14:25:38,2017-03-10 15:15:11,1,17.0,2,N,246,132,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
1,2017-03-10 14:25:39,2017-03-10 14:28:04,1,0.2,1,N,262,262,1,3.5,0.0,0.5,1.05,0.0,0.3,5.35
1,2017-03-10 14:25:39,2017-03-10 14:34:59,1,0.4,1,N,161,162,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-03-10 14:25:39,2017-03-10 15:12:50,1,19.08,2,N,132,114,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2017-03-10 14:25:39,2017-03-10 14:56:32,1,10.48,1,N,230,138,1,33.0,0.0,0.5,7.87,5.54,0.3,47.21
2,2017-03-10 14:25:39,2017-03-10 14:53:26,5,9.98,1,N,164,138,1,30.5,0.0,0.5,7.37,5.54,0.3,44.21
2,2017-03-10 14:25:39,2017-03-10 14:38:53,1,2.22,1,N,231,68,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0
1,2017-03-10 14:25:40,2017-03-10 14:25:40,0,0.0,99,N,264,264,1,117.0,0.0,0.0,0.0,0.0,0.0,117.0
1,2017-03-10 14:25:40,2017-03-10 14:55:06,1,10.6,1,N,132,188,1,34.0,0.0,0.5,1.0,0.0,0.3,35.8
1,2017-03-10 14:25:40,2017-03-10 15:02:22,1,11.0,1,N,138,246,1,36.0,0.0,0.5,0.0,5.54,0.3,42.34
1,2017-03-10 14:25:40,2017-03-10 14:43:01,3,2.7,1,N,237,151,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55
1,2017-03-10 14:25:40,2017-03-10 14:39:22,1,1.6,1,N,163,164,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
1,2017-03-10 14:25:40,2017-03-10 14:34:35,1,0.7,1,N,234,100,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2017-03-10 14:25:40,2017-03-10 15:04:42,1,4.6,1,N,137,238,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96
2,2017-03-10 14:25:40,2017-03-10 14:47:02,1,4.7,1,N,162,74,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
1,2017-03-10 14:25:41,2017-03-10 14:45:12,2,2.2,1,N,236,161,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15
2,2017-03-10 14:25:41,2017-03-10 14:38:18,1,1.71,1,N,107,162,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2017-03-10 14:25:41,2017-03-10 14:29:19,1,1.0,1,N,170,107,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2017-03-10 14:25:41,2017-03-10 14:36:51,4,1.75,1,N,137,141,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2,2017-03-10 14:25:41,2017-03-10 14:52:28,1,4.12,1,N,142,114,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
2,2017-03-10 14:25:41,2017-03-10 14:37:39,1,0.88,1,N,230,161,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2017-03-10 14:25:42,2017-03-10 14:32:42,3,2.3,1,N,141,137,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
1,2017-03-10 14:25:42,2017-03-10 14:27:09,1,0.8,1,N,236,236,1,3.0,0.0,0.5,50.0,0.0,0.3,53.8
1,2017-03-10 14:25:42,2017-03-10 14:32:01,1,2.1,1,N,144,65,1,8.5,0.0,0.5,2.3,0.0,0.3,11.6
1,2017-03-10 14:25:42,2017-03-10 14:30:20,1,1.0,1,N,48,68,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2017-03-10 14:25:42,2017-03-10 14:44:51,1,1.3,1,N,107,186,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
1,2017-03-10 14:25:43,2017-03-10 14:50:06,1,1.4,1,N,170,230,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
1,2017-03-10 14:25:43,2017-03-10 14:41:07,1,0.0,1,N,161,186,1,10.0,0.0,0.5,1.5,0.0,0.3,12.3
1,2017-03-10 14:25:43,2017-03-10 14:28:54,1,0.7,1,N,249,186,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2017-03-10 14:25:43,2017-03-10 14:42:18,1,3.3,1,N,186,87,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15
2,2017-03-10 14:25:43,2017-03-10 14:37:36,1,1.72,1,N,163,48,1,9.5,0.0,0.5,2.58,0.0,0.3,12.88
2,2017-03-10 14:25:43,2017-03-10 14:41:28,1,2.17,1,N,161,236,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
1,2017-03-10 14:25:44,2017-03-10 14:31:07,1,0.8,1,N,113,234,1,5.0,0.0,0.5,0.58,0.0,0.3,6.38
1,2017-03-10 14:25:44,2017-03-10 14:56:01,1,1.9,1,N,186,162,1,18.5,0.0,0.5,3.0,0.0,0.3,22.3
2,2017-03-10 14:25:44,2017-03-10 14:45:02,1,3.08,1,N,237,113,1,14.0,0.0,0.5,2.0,0.0,0.3,16.8
2,2017-03-10 14:25:44,2017-03-10 14:40:04,1,1.4,1,N,163,229,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
1,2017-03-10 14:25:45,2017-03-10 14:54:02,1,11.8,1,N,233,138,1,35.0,0.0,0.5,7.5,11.08,0.3,54.38
1,2017-03-10 14:25:45,2017-03-10 14:30:20,1,1.0,1,N,140,263,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2017-03-10 14:25:45,2017-03-10 14:28:15,1,0.5,1,N,170,137,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2017-03-10 14:25:45,2017-03-10 14:42:29,4,1.7,1,N,186,163,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2017-03-10 14:25:45,2017-03-10 14:43:09,1,1.82,1,N,170,163,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8
2,2017-03-10 14:25:45,2017-03-10 14:59:24,2,16.06,1,N,132,165,2,46.0,0.0,0.5,0.0,0.0,0.3,46.8
1,2017-03-10 14:25:46,2017-03-10 14:52:53,1,4.4,1,N,186,75,1,19.0,0.0,0.5,2.97,0.0,0.3,22.77
1,2017-03-10 14:25:46,2017-03-10 14:38:47,1,1.2,1,N,186,162,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
1,2017-03-10 14:25:46,2017-03-10 14:51:50,3,2.2,1,N,170,68,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3
2,2017-03-10 14:25:46,2017-03-10 14:32:59,5,0.82,1,N,237,162,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49
2,2017-03-10 14:25:46,2017-03-10 14:45:21,1,1.58,1,N,161,186,1,12.5,0.0,0.5,3.32,0.0,0.3,16.62
2,2017-03-10 14:25:46,2017-03-10 14:37:42,5,4.6,1,N,224,261,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
1,2017-03-10 14:25:47,2017-03-10 14:40:54,1,2.5,1,N,161,79,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75
1,2017-03-10 14:25:47,2017-03-10 15:10:47,5,17.0,2,N,236,132,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
2,2017-03-10 14:25:47,2017-03-10 14:41:20,1,2.53,1,N,144,186,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
2,2017-03-10 14:25:47,2017-03-10 14:41:52,1,2.97,1,N,43,230,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
1,2017-03-10 14:25:48,2017-03-10 14:38:15,1,3.9,1,N,74,7,1,14.0,0.0,0.5,4.05,5.54,0.3,24.39
1,2017-03-10 14:25:48,2017-03-10 14:27:33,1,0.3,1,Y,143,143,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
1,2017-03-10 14:25:48,2017-03-10 15:30:05,1,18.1,2,N,48,132,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2017-03-10 14:25:48,2017-03-10 14:38:34,1,1.8,1,N,261,144,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2017-03-10 14:25:48,2017-03-10 15:07:32,2,19.69,2,N,132,151,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
2,2017-03-10 14:25:48,2017-03-10 14:46:59,1,3.56,1,N,13,186,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76
2,2017-03-10 14:25:48,2017-03-10 14:44:31,1,3.08,1,N,50,107,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2017-03-10 14:25:48,2017-03-10 14:29:37,1,0.67,1,N,163,161,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2017-03-10 14:25:48,2017-03-10 14:37:39,1,1.61,1,N,230,246,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2017-03-10 14:25:49,2017-03-10 14:56:25,1,10.9,1,N,170,138,2,33.0,0.0,0.5,0.0,5.54,0.3,39.34
1,2017-03-10 14:25:49,2017-03-10 14:47:50,2,3.8,1,Y,261,186,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
2,2017-03-10 14:25:49,2017-03-10 14:30:03,6,0.85,1,N,164,234,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
1,2017-03-10 14:25:50,2017-03-10 15:06:43,1,17.2,2,N,132,162,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
1,2017-03-10 14:25:50,2017-03-10 14:36:52,1,0.7,1,N,170,164,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
2,2017-03-10 14:25:50,2017-03-10 14:28:36,1,0.43,1,N,161,229,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2017-03-10 14:25:50,2017-03-10 14:51:43,2,5.45,1,N,141,80,2,22.0,0.0,0.5,0.0,0.0,0.3,22.8
1,2017-03-10 14:25:51,2017-03-10 14:35:03,1,1.2,1,N,186,163,1,8.0,0.0,0.5,2.0,0.0,0.3,10.8
2,2017-03-10 14:25:51,2017-03-10 14:39:39,1,1.27,1,N,100,43,1,10.5,0.0,0.5,2.82,0.0,0.3,14.12
2,2017-03-10 14:25:51,2017-03-10 14:35:07,1,1.21,1,N,170,237,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2017-03-10 14:25:51,2017-03-10 14:32:19,6,1.05,1,N,237,142,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
1,2017-03-10 14:25:52,2017-03-10 14:37:35,1,1.0,1,N,148,231,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
1,2017-03-10 14:25:52,2017-03-10 14:44:40,2,3.1,1,N,161,239,1,14.5,0.0,0.5,1.5,0.0,0.3,16.8
2,2017-03-10 14:25:52,2017-03-10 15:05:36,1,17.62,2,N,132,164,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2017-03-10 14:25:52,2017-03-10 14:36:43,6,1.59,1,N,143,238,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
1,2017-03-10 14:25:53,2017-03-10 14:33:40,1,0.9,1,N,170,161,1,6.5,0.0,0.5,1.8,0.0,0.3,9.1
1,2017-03-10 14:25:53,2017-03-10 14:39:21,1,1.9,1,N,142,162,1,10.5,0.0,0.5,2.7,0.0,0.3,14.0
2,2017-03-10 14:25:53,2017-03-10 14:39:12,2,1.06,1,N,161,48,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2017-03-10 14:25:53,2017-03-10 14:35:19,1,0.77,1,N,234,186,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79
2,2017-03-10 14:25:53,2017-03-10 15:24:08,2,19.51,2,N,132,164,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2017-03-10 14:25:53,2017-03-10 14:35:25,1,1.18,1,N,170,163,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2017-03-10 14:25:54,2017-03-10 14:40:21,1,2.0,1,N,236,161,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
1,2017-03-10 14:25:54,2017-03-10 14:33:53,2,1.3,1,N,239,151,1,7.5,0.0,0.5,1.6,0.0,0.3,9.9
