VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-03-09 21:30:11,2017-03-09 21:44:20,1,4.06,1,N,148,48,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36
2,2017-03-09 21:47:00,2017-03-09 21:58:01,1,2.73,1,N,48,107,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2017-03-09 22:01:08,2017-03-09 22:11:16,1,2.27,1,N,79,162,1,10.0,0.5,0.5,2.82,0.0,0.3,14.12
2,2017-03-09 22:16:05,2017-03-10 06:26:11,1,3.86,1,N,237,41,1,12.0,0.5,0.5,3.99,0.0,0.3,17.29
2,2017-03-31 06:31:53,2017-03-31 06:41:48,1,3.45,1,N,41,162,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
1,2017-03-01 00:00:00,2017-03-01 00:14:22,1,2.8,1,N,261,79,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8
1,2017-03-01 00:00:00,2017-03-01 00:19:30,1,6.0,1,N,87,142,1,19.5,0.5,0.5,3.5,0.0,0.3,24.3
1,2017-03-01 00:00:00,2017-03-01 00:34:27,1,8.7,1,N,142,181,1,30.0,0.5,0.5,7.8,0.0,0.3,39.1
1,2017-03-01 00:00:00,2017-03-01 00:21:31,1,3.7,1,N,68,141,1,16.5,0.5,0.5,1.5,0.0,0.3,19.3
2,2017-03-15 00:07:59,2017-03-15 00:38:08,1,4.21,1,N,261,163,1,20.5,0.0,0.5,4.26,0.0,0.3,25.56
2,2017-03-01 00:00:00,2017-03-01 00:07:26,1,2.07,1,N,161,113,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2017-03-01 00:00:00,2017-03-01 00:07:51,2,1.26,1,N,170,161,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2017-03-01 00:00:00,2017-03-01 00:10:40,1,2.91,1,N,256,65,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2017-03-01 00:00:00,2017-03-01 06:46:27,1,4.7,1,N,132,10,1,15.5,0.3,0.5,0.0,0.0,0.3,16.6
2,2017-03-01 00:00:00,2017-03-01 00:00:00,5,1.86,1,N,132,50,1,19.0,0.0,0.5,2.97,0.0,0.3,22.77
2,2017-03-01 00:00:00,2017-03-01 00:00:00,5,9.88,1,N,138,25,1,36.5,1.0,0.5,7.66,0.0,0.3,45.96
1,2017-03-01 00:00:01,2017-03-01 00:30:30,3,9.4,1,N,45,116,1,29.0,0.5,0.5,9.05,0.0,0.3,39.35
2,2017-03-01 00:00:01,2017-03-01 00:06:09,1,0.83,1,N,100,230,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12
1,2017-03-01 00:00:02,2017-03-01 00:25:33,1,5.7,1,N,170,223,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35
2,2017-03-01 00:00:02,2017-03-01 00:10:41,1,2.43,1,N,79,161,1,10.5,0.5,0.5,2.95,0.0,0.3,14.75
2,2017-03-01 00:00:02,2017-03-01 00:14:32,2,3.63,1,N,140,24,1,14.0,0.5,0.5,3.82,0.0,0.3,19.12
1,2017-03-01 00:00:03,2017-03-01 00:17:29,1,4.5,1,N,114,181,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35
1,2017-03-01 00:00:03,2017-03-01 00:10:12,2,1.2,1,N,211,148,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2017-03-01 00:00:03,2017-03-01 00:09:55,1,1.73,1,N,230,143,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2017-03-01 00:00:03,2017-03-01 00:08:34,2,1.58,1,N,90,144,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2017-03-01 00:00:04,2017-03-01 00:07:51,1,1.4,1,N,162,186,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2017-03-01 00:00:05,2017-03-01 00:22:10,4,9.8,1,N,138,163,2,29.5,0.5,0.5,0.0,5.54,0.3,36.34
1,2017-03-01 00:00:07,2017-03-01 00:12:35,1,3.7,1,N,162,226,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75
1,2017-03-01 00:00:07,2017-03-01 00:27:43,1,10.3,1,N,138,141,1,32.5,0.5,0.5,7.85,5.54,0.3,47.19
1,2017-03-01 00:00:07,2017-03-01 00:09:41,1,1.4,1,N,114,234,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2017-03-01 00:00:07,2017-03-01 00:13:00,1,3.5,1,N,125,50,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85
1,2017-03-01 00:00:08,2017-03-01 00:07:26,3,0.9,1,N,114,79,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2017-03-01 00:00:08,2017-03-01 00:02:10,1,0.4,1,N,237,141,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0
2,2017-03-01 00:00:08,2017-03-01 00:03:29,1,0.66,1,N,161,162,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2017-03-01 00:00:08,2017-03-01 00:25:29,1,14.9,1,N,132,226,1,41.5,0.5,0.5,7.2,0.0,0.3,50.0
1,2017-03-01 00:00:09,2017-03-01 00:07:15,1,1.4,1,N,163,48,1,7.0,0.5,0.5,2.05,0.0,0.3,10.35
1,2017-03-01 00:00:09,2017-03-01 00:11:12,1,4.0,1,N,263,79,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55
2,2017-03-01 00:00:09,2017-03-01 00:00:19,1,0.0,5,N,87,87,1,12.0,0.0,0.0,3.08,0.0,0.3,15.38
2,2017-03-01 00:00:09,2017-03-01 00:21:59,1,16.53,2,N,132,170,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
1,2017-03-01 00:00:10,2017-03-01 00:05:58,1,0.9,1,N,234,107,1,6.0,0.5,0.5,0.73,0.0,0.3,8.03
1,2017-03-01 00:00:10,2017-03-01 00:02:53,2,1.0,1,N,74,75,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
2,2017-03-01 00:00:10,2017-03-01 00:06:47,1,1.54,1,N,48,90,1,7.5,0.5,0.5,1.25,0.0,0.3,10.05
2,2017-03-01 00:00:10,2017-03-01 00:15:02,1,4.33,1,N,170,24,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96
2,2017-03-01 00:00:11,2017-03-01 00:16:34,6,2.79,1,N,114,230,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
2,2017-03-01 00:00:12,2017-03-01 00:06:04,1,1.17,1,N,161,186,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-03-01 00:00:12,2017-03-01 00:04:46,1,1.95,1,N,48,239,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38
2,2017-03-01 00:00:13,2017-03-01 00:18:57,2,5.79,1,N,142,223,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
2,2017-03-01 00:00:14,2017-03-01 00:24:41,1,6.21,1,N,264,264,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56
1,2017-03-01 00:00:15,2017-03-01 00:14:34,1,2.6,1,N,79,186,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95
1,2017-03-01 00:00:15,2017-03-01 00:11:06,2,1.5,1,N,48,229,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
1,2017-03-01 00:00:15,2017-03-01 00:07:40,1,1.4,1,N,161,186,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2017-03-01 00:00:15,2017-03-01 00:18:03,2,3.9,1,N,48,146,1,15.5,0.5,0.5,0.0,0.0,0.3,16.8
1,2017-03-01 00:00:15,2017-03-01 00:08:14,1,2.9,1,N,142,166,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2017-03-01 00:00:15,2017-03-01 00:08:56,3,2.27,1,N,142,140,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
1,2017-03-01 00:00:16,2017-03-01 00:01:47,1,0.6,1,N,68,68,1,4.0,0.5,0.5,1.3,0.0,0.3,6.6
2,2017-03-01 00:00:16,2017-03-01 00:27:54,1,17.33,2,N,132,237,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
2,2017-03-01 00:00:16,2017-03-01 00:08:16,1,2.29,1,N,158,261,1,9.0,0.5,0.5,2.0,0.0,0.3,12.3
2,2017-03-01 00:00:16,2017-03-01 00:19:28,2,14.63,1,N,132,223,1,39.5,0.5,0.5,5.5,0.0,0.3,46.3
1,2017-03-01 00:00:18,2017-03-01 00:06:31,1,1.2,1,N,234,4,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8
1,2017-03-01 00:00:18,2017-03-01 00:45:19,1,20.9,2,N,132,231,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
2,2017-03-01 00:00:19,2017-03-01 00:21:22,1,7.32,1,N,232,7,1,24.0,0.5,0.5,7.59,0.0,0.3,34.84
2,2017-03-01 00:00:19,2017-03-01 00:06:21,1,0.96,1,N,234,164,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2017-03-01 00:00:20,2017-03-01 00:15:30,1,3.95,1,N,164,75,1,14.5,0.5,0.5,1.5,0.0,0.3,17.3
2,2017-03-01 00:00:20,2017-03-01 00:15:58,1,3.19,1,N,161,249,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
2,2017-03-01 00:00:20,2017-03-01 00:09:15,2,2.28,1,N,162,114,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
1,2017-03-01 00:00:21,2017-03-01 00:07:57,1,1.3,1,N,161,48,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2017-03-01 00:00:21,2017-03-01 00:05:56,1,2.02,1,N,166,244,1,8.0,0.5,0.5,2.79,0.0,0.3,12.09
2,2017-03-01 00:00:21,2017-03-01 00:13:19,5,2.92,1,N,211,230,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2017-03-01 00:00:22,2017-03-01 00:08:12,1,1.26,1,N,114,224,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
2,2017-03-01 00:00:22,2017-03-01 00:04:32,6,1.17,1,N,211,90,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2017-03-01 00:00:22,2017-03-01 00:11:06,5,2.33,1,N,164,239,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
2,2017-03-01 00:00:22,2017-03-01 00:13:07,1,2.9,1,N,236,229,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2,2017-03-01 00:00:22,2017-03-01 00:09:58,1,2.4,1,N,229,79,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2017-03-01 00:00:22,2017-03-01 00:12:25,2,2.69,1,N,249,43,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
1,2017-03-01 00:00:24,2017-03-01 00:10:23,1,2.3,1,N,231,65,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
1,2017-03-01 00:00:24,2017-03-01 00:08:29,2,2.3,1,N,79,229,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
2,2017-03-01 00:00:24,2017-03-01 00:00:27,1,0.0,5,N,264,264,1,23.8,0.0,0.5,4.92,0.0,0.3,29.52
2,2017-03-01 00:00:24,2017-03-01 00:12:36,1,2.08,1,N,17,225,1,10.5,0.5,0.5,2.36,0.0,0.3,16.11
1,2017-03-01 00:00:25,2017-03-01 00:40:58,3,10.7,1,N,68,72,2,36.5,0.5,0.5,0.0,0.0,0.3,37.8
1,2017-03-01 00:00:25,2017-03-01 00:12:54,1,4.5,1,N,209,164,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8
1,2017-03-01 00:00:26,2017-03-01 00:07:31,1,1.0,1,N,163,142,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
1,2017-03-01 00:00:26,2017-03-01 00:06:17,1,1.0,1,N,162,141,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2017-03-01 00:00:26,2017-03-01 00:10:52,2,1.36,1,N,162,48,1,8.5,0.5,0.5,2.2,0.0,0.3,12.0
2,2017-03-01 00:00:26,2017-03-01 00:03:28,1,0.62,1,N,263,263,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2017-03-01 00:00:27,2017-03-01 00:10:22,1,1.1,1,N,230,163,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2017-03-01 00:00:27,2017-03-01 00:06:04,1,0.9,1,N,234,107,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2017-03-01 00:00:27,2017-03-01 00:22:25,1,4.2,1,N,249,162,1,17.0,0.5,0.5,3.65,0.0,0.3,21.95
2,2017-03-01 00:00:27,2017-03-01 00:41:17,1,9.79,1,N,137,226,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8
2,2017-03-01 00:00:27,2017-03-01 00:17:07,4,6.35,1,N,68,166,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16
2,2017-03-01 00:00:27,2017-03-01 00:25:42,1,5.28,1,N,236,260,1,20.5,0.5,0.5,3.0,0.0,0.3,24.8
2,2017-03-01 00:00:28,2017-03-01 00:03:39,1,0.78,1,N,238,151,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2017-03-01 00:00:28,2017-03-01 00:03:36,1,0.42,1,N,90,68,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2017-03-01 00:00:28,2017-03-01 00:01:41,1,0.41,1,N,114,113,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76
1,2017-03-01 00:00:30,2017-03-01 00:05:25,2,1.3,1,N,161,236,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2017-03-01 00:00:31,2017-03-01 00:03:27,1,1.0,1,N,161,237,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
1,2017-03-01 00:00:31,2017-03-01 00:10:36,1,1.8,1,N,107,249,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
2,2017-03-01 00:00:31,2017-03-01 00:04:51,1,1.82,1,N,125,68,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2017-03-01 00:00:31,2017-03-01 00:14:17,2,3.36,1,N,230,24,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2017-03-01 00:00:33,2017-03-01 00:16:04,1,5.4,1,N,249,151,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35
1,2017-03-01 00:00:33,2017-03-01 00:13:29,2,2.4,1,N,186,229,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75
2,2017-03-01 00:00:33,2017-03-01 00:11:39,1,2.71,1,N,230,249,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2017-03-01 00:00:33,2017-03-01 00:07:41,1,1.54,1,N,230,68,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2017-03-01 00:00:34,2017-03-01 00:04:54,1,0.5,1,N,100,100,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2017-03-01 00:00:34,2017-03-01 00:07:33,1,1.41,1,N,88,232,1,7.0,0.5,0.5,2.49,0.0,0.3,10.79
2,2017-03-01 00:00:34,2017-03-01 00:13:04,1,6.78,1,N,87,262,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3
2,2017-03-01 00:00:34,2017-03-01 00:26:51,2,6.28,1,N,113,228,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8
2,2017-03-01 00:00:34,2017-03-01 00:08:05,1,1.4,1,N,48,162,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2017-03-01 00:00:34,2017-03-01 00:16:10,1,3.2,1,N,164,87,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2017-03-01 00:00:35,2017-03-01 00:16:41,3,2.5,1,N,163,140,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55
1,2017-03-01 00:00:35,2017-03-01 00:11:21,1,1.9,1,N,230,140,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
1,2017-03-01 00:00:35,2017-03-01 00:08:45,1,2.4,1,N,163,239,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2017-03-01 00:00:35,2017-03-01 00:05:13,2,1.32,1,N,162,236,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2017-03-01 00:00:35,2017-03-01 00:08:32,1,1.88,1,N,230,234,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2017-03-01 00:00:35,2017-03-01 00:13:54,5,4.4,1,N,164,74,1,14.0,0.5,0.5,2.0,0.0,0.3,17.3
2,2017-03-01 00:00:35,2017-03-01 00:11:19,1,1.87,1,N,79,79,1,9.5,0.5,0.5,10.0,0.0,0.3,20.8
2,2017-03-01 00:00:35,2017-03-01 00:06:20,6,1.25,1,N,234,186,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2017-03-01 00:00:36,2017-03-01 00:25:08,2,5.6,1,N,68,65,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8
1,2017-03-01 00:00:36,2017-03-01 00:06:44,1,1.5,1,N,230,43,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2017-03-01 00:00:36,2017-03-01 00:09:54,1,3.39,1,N,50,151,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2,2017-03-01 00:00:36,2017-03-01 00:06:23,2,1.04,1,N,161,246,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
1,2017-03-01 00:00:37,2017-03-01 00:15:04,1,3.0,1,N,161,79,1,12.5,0.5,0.5,2.0,0.0,0.3,15.8
2,2017-03-01 00:00:37,2017-03-01 00:11:36,1,2.76,1,N,148,80,1,11.5,0.5,0.5,2.08,0.0,0.3,14.88
2,2017-03-01 00:00:37,2017-03-01 00:19:05,5,4.77,1,N,229,255,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
1,2017-03-01 00:00:38,2017-03-01 00:09:17,2,2.5,1,N,142,263,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
2,2017-03-01 00:00:39,2017-03-01 00:08:23,1,2.12,1,N,142,151,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2017-03-01 00:00:39,2017-03-01 00:41:49,1,19.89,1,N,211,124,1,56.5,0.5,0.5,11.56,0.0,0.3,69.36
1,2017-03-01 00:00:41,2017-03-01 00:11:05,1,2.2,1,N,230,107,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
1,2017-03-01 00:00:41,2017-03-01 00:12:08,1,1.0,1,N,138,138,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2017-03-01 00:00:41,2017-03-01 00:18:31,1,7.3,1,Y,138,41,1,23.0,0.5,0.5,5.95,5.54,0.3,35.79
2,2017-03-01 00:00:41,2017-03-01 00:10:59,1,1.36,1,N,230,161,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2017-03-01 00:00:43,2017-03-01 00:08:52,6,1.4,1,N,48,229,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2017-03-01 00:00:43,2017-03-01 00:05:56,1,1.26,1,N,50,142,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2017-03-01 00:00:43,2017-03-01 00:14:42,1,2.16,1,N,37,255,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
1,2017-03-01 00:00:44,2017-03-01 00:38:15,1,17.6,1,N,90,55,2,50.5,0.5,0.5,0.0,0.0,0.3,51.8
2,2017-03-01 00:00:44,2017-03-01 00:11:21,2,3.42,1,N,234,140,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
2,2017-03-01 00:00:44,2017-03-01 00:11:26,1,3.14,1,N,230,263,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2017-03-01 00:00:44,2017-03-01 00:30:13,1,6.59,1,N,236,129,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8
2,2017-03-01 00:00:44,2017-03-01 00:36:25,5,6.49,1,N,13,225,1,26.5,0.5,0.5,6.95,0.0,0.3,34.75
1,2017-03-01 00:00:45,2017-03-01 00:09:29,1,1.0,1,N,68,164,1,7.5,0.5,0.5,1.5,0.0,0.3,10.3
1,2017-03-01 00:00:45,2017-03-01 00:03:31,1,0.7,1,N,79,107,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
2,2017-03-01 00:00:45,2017-03-01 00:08:12,1,1.7,1,N,162,79,1,8.0,0.5,0.5,3.0,0.0,0.3,12.3
1,2017-03-01 00:00:46,2017-03-01 00:18:13,1,3.1,1,N,107,163,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
1,2017-03-01 00:00:46,2017-03-01 00:28:06,1,20.1,2,N,132,140,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
2,2017-03-01 00:00:46,2017-03-01 00:19:08,1,5.05,1,N,144,142,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5
2,2017-03-01 00:00:46,2017-03-01 00:10:15,1,1.75,1,N,80,17,1,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2017-03-01 00:00:46,2017-03-01 00:07:22,2,0.95,1,N,68,186,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
1,2017-03-01 00:00:47,2017-03-01 00:17:24,1,5.7,1,N,164,256,1,19.0,0.5,0.5,3.0,0.0,0.3,23.3
1,2017-03-01 00:00:47,2017-03-01 00:07:30,1,1.5,1,N,43,238,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6
1,2017-03-01 00:00:48,2017-03-01 00:04:03,3,0.4,1,N,75,74,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2017-03-01 00:00:48,2017-03-01 00:13:15,3,2.56,1,N,79,162,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
1,2017-03-01 00:00:49,2017-03-01 00:01:48,1,14.8,5,N,76,76,1,30.0,0.0,0.0,0.03,0.0,0.3,30.33
2,2017-03-01 00:00:49,2017-03-01 00:13:25,2,2.67,1,N,163,249,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76
1,2017-03-01 00:00:50,2017-03-01 00:29:39,1,7.1,1,N,230,17,1,25.5,0.5,0.5,5.35,0.0,0.3,32.15
2,2017-03-01 00:00:50,2017-03-01 00:28:25,1,6.12,1,N,211,145,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16
2,2017-03-01 00:00:50,2017-03-01 00:19:40,1,9.23,1,N,138,170,1,27.5,0.5,0.5,4.08,5.54,0.3,38.42
2,2017-03-01 00:00:51,2017-03-01 00:04:45,1,0.9,1,N,230,164,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2017-03-01 00:00:51,2017-03-01 00:09:01,3,1.31,1,N,80,256,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2017-03-01 00:00:52,2017-03-01 00:20:56,1,8.8,1,N,234,257,1,26.5,0.5,0.5,6.95,0.0,0.3,34.75
1,2017-03-01 00:00:52,2017-03-01 00:19:27,1,5.7,1,N,234,41,1,18.5,0.5,0.5,4.95,0.0,0.3,24.75
1,2017-03-01 00:00:52,2017-03-01 00:02:00,1,0.1,5,N,265,265,1,110.0,0.0,0.0,22.05,0.0,0.3,132.35
2,2017-03-01 00:00:52,2017-03-01 00:09:15,1,2.58,1,N,229,263,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
1,2017-03-01 00:00:53,2017-03-01 00:16:38,1,6.6,1,N,88,145,1,20.5,0.5,0.5,5.45,5.54,0.3,32.79
2,2017-03-01 00:00:53,2017-03-01 00:03:28,1,0.51,1,N,237,43,1,4.0,0.5,0.5,0.26,0.0,0.3,5.56
1,2017-03-01 00:00:54,2017-03-01 00:02:59,1,0.6,1,N,239,43,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35
1,2017-03-01 00:00:54,2017-03-01 00:15:44,2,2.2,1,N,249,170,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1,2017-03-01 00:00:54,2017-03-01 00:06:22,1,1.4,1,N,186,249,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-03-01 00:00:54,2017-03-01 00:06:27,1,1.21,1,N,50,186,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-03-01 00:00:54,2017-03-01 00:18:53,1,6.91,1,N,170,25,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96
2,2017-03-01 00:00:54,2017-03-01 00:23:50,1,7.01,1,N,100,65,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36
2,2017-03-01 00:00:54,2017-03-01 00:06:54,1,1.28,1,N,230,164,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2017-03-01 00:00:55,2017-03-01 00:10:11,6,2.97,1,N,79,162,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2017-03-01 00:00:56,2017-03-01 00:23:15,1,16.15,1,N,132,255,1,43.5,0.5,0.5,13.44,0.0,0.3,58.24
2,2017-03-01 00:00:56,2017-03-01 00:13:44,1,2.8,1,N,161,211,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2017-03-01 00:00:56,2017-03-01 00:18:38,1,3.41,1,N,48,141,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96
1,2017-03-01 00:00:57,2017-03-01 00:32:08,1,16.2,1,N,138,89,1,46.0,0.5,0.5,9.45,0.0,0.3,56.75
1,2017-03-01 00:00:57,2017-03-01 00:28:40,1,9.2,1,N,138,162,1,30.0,0.5,0.5,9.0,0.0,0.3,40.3
2,2017-03-10 14:09:10,2017-03-10 14:24:38,1,2.84,1,N,163,262,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
2,2017-03-10 14:09:10,2017-03-10 14:13:37,1,0.58,1,N,43,75,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
2,2017-03-10 14:09:10,2017-03-10 14:12:11,5,0.4,1,N,161,161,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
1,2017-03-10 14:09:11,2017-03-10 14:17:07,1,0.9,1,N,140,263,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
1,2017-03-10 14:09:11,2017-03-10 14:33:06,1,3.8,1,N,107,236,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55
2,2017-03-10 14:09:11,2017-03-10 14:32:14,2,3.18,1,N,100,236,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2,2017-03-10 14:09:11,2017-03-10 14:24:43,1,2.77,1,N,230,140,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2017-03-10 14:09:11,2017-03-10 14:50:30,1,18.08,2,N,132,234,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
1,2017-03-10 14:09:12,2017-03-10 14:17:02,1,1.4,1,N,237,236,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35
1,2017-03-10 14:09:12,2017-03-10 14:12:29,1,0.6,1,N,170,137,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
2,2017-03-10 14:09:12,2017-03-10 14:29:27,1,2.14,1,N,234,163,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2017-03-10 14:09:12,2017-03-10 14:22:58,1,2.08,1,N,164,158,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-03-10 14:09:12,2017-03-10 14:20:42,1,0.52,1,N,164,186,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-03-10 14:09:12,2017-03-11 14:06:10,1,2.14,1,N,107,162,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2017-03-10 14:09:12,2017-03-10 14:13:26,1,0.68,1,N,234,234,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2017-03-10 14:09:13,2017-03-10 14:13:31,1,0.9,1,N,142,43,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
